Chromosome,Start,Stop,Gene
chr17,73584139,73622923,MYO15B
chr17,73717516,73753898,ITGB4
chr17,73754027,73761307,GALK1
chr17,73780681,73821886,UNK
chr17,73841780,73851501,WBP2
chr17,73894726,73905899,MRPL38
chr17,73906618,73937119,FBF1
chr17,73937596,73975515,ACOX1
chr17,73975301,73996665,TEN1
chr17,73996987,74002078,CDK3
chr17,74035187,74049729,SRP68
chr17,74075263,74076979,ZACN
chr17,75315597,75496674,9-Sep
chr17,75875109,75878659,FLJ45079
chr17,76001137,76104916,TNRC6C
chr17,76108999,76124861,TMC6
chr17,76170173,76183111,TK1
chr17,76210462,76220740,AC087645.1
chr17,76227391,76237067,TMEM235
chr17,76374743,76420222,PGS1
chr17,76419778,76573476,DNAH17
chr17,76422409,76422834,AC061992.1
chr17,76494911,76499138,AC016182.1
chr17,76670130,76778376,CYTH1
chr17,76792965,76836969,USP36
chr17,77021745,77044522,C1QTNF1
chr17,77071021,77078631,ENGASE
chr17,77085428,77478563,RBFOX3
chr17,78010435,78064198,CCDC40
chr17,78152274,78182855,CARD14
chr17,78183089,78194159,SGSH
chr17,78234667,78310304,RNF213
chr17,78518619,78831924,RPTOR
chr17,78977135,78978932,AC127496.1
chr17,79008950,79089778,BAIAP2
chr17,79202079,79212855,ENTHD2
chr17,79373540,79433357,BAHCC1
chr17,79506912,79519429,C17orf70
chr17,79531935,79604105,NPLOC4
chr17,79670404,79687569,SLC25A10
chr17,79780293,79784533,AC174470.1
chr17,79845713,79849462,ALYREF
chr17,79897522,79900255,MYADML2
chr17,80009778,80015003,GPS1
chr17,80059346,80170689,CCDC57
chr17,80214131,80216080,AC132872.2
chr17,80400520,80408614,C17orf62
chr17,80416587,80441857,NARF
chr17,80674598,80685377,FN3KRP
chr17,80709961,80866283,TBCD
chr18,47390,49557,RP11-683L23.1
chr18,672546,712662,ENOSF1
chr18,2655886,2784877,SMCHD1
chr18,3066805,3220106,MYOM1
chr18,3412072,3458404,TGIF1
chr18,3498837,3880135,DLGAP1
chr18,5393068,5540555,EPB41L3
chr18,5890184,5892103,TMEM200C
chr18,5954713,6241398,L3MBTL4
chr18,6729821,6898718,ARHGAP28
chr18,7567817,8406160,PTPRM
chr18,8336437,8337038,AP001094.1
chr18,8717369,8832775,SOGA2
chr18,10526026,10550517,NAPG
chr18,10671123,10701979,PIEZO2
chr18,11857439,11881171,GNAL
chr18,11885028,11908641,MPPE1
chr18,12094059,12129746,ANKRD62
chr18,12452394,12657912,SPIRE1
chr18,12991361,13125047,CEP192
chr18,13218786,13652753,LDLRAD4
chr18,13663350,13726591,FAM210A
chr18,13726666,13762074,RNMT
chr18,14748419,14796376,ANKRD30B
chr18,18822203,19102791,GREB1L
chr18,20777719,21017896,TMEM241
chr18,21111910,21140306,NPC1
chr18,21179980,21229486,ANKRD29
chr18,21719026,21739626,CABYR
chr18,23597849,23670561,SS18
chr18,23806409,23875183,TAF4B
chr18,24034877,24128500,KCTD1
chr18,28570052,28622781,DSC3
chr18,29339731,29340624,SLC25A52
chr18,30517367,31020045,CCDC178
chr18,31431071,31803446,NOL4
chr18,32073254,32471808,DTNA
chr18,32556892,32722378,MAPRE2
chr18,32843092,32870196,ZSCAN30
chr18,33234620,33289744,GALNT1
chr18,33605561,33647519,RPRD1A
chr18,33877702,34360018,FHOD3
chr18,34409069,34811481,KIAA1328
chr18,34823010,35146000,CELF4
chr18,40500690,40695657,RIT2
chr18,43664110,43684199,ATP5A1
chr18,43914187,44040322,RNF165
chr18,44056936,44181479,LOXHD1
chr18,45359466,45457515,SMAD2
chr18,45553748,45567494,ZBTB7C
chr18,45778672,45779208,AC091150.1
chr18,47014858,47018906,RPL17-C18orf32
chr18,47352630,47429205,MYO5B
chr18,47795217,47808144,MBD1
chr18,48494410,48584514,SMAD4
chr18,50278537,50942785,DCC
chr18,51851062,51880943,STARD6
chr18,52568742,52625279,CCDC68
chr18,54270055,54318505,TXNL1
chr18,55268582,55289017,NARS
chr18,55313661,55470327,ATP8B1
chr18,55711619,56068772,NEDD4L
chr18,57102442,57147472,CCBE1
chr18,59157775,59222365,CDH20
chr18,60382672,60647666,PHLPP1
chr18,60491423,60492724,AC015989.1
chr18,60505640,60505948,AC015989.2
chr18,60985187,60986613,BCL2
chr18,61254534,61266430,SERPINB13
chr18,61304494,61311502,SERPINB4
chr18,61442655,61471909,SERPINB7
chr18,61554939,61571113,SERPINB2
chr18,61602042,61609601,AC009802.1
chr18,61637315,61654789,SERPINB8
chr18,66465317,66564826,CCDC102B
chr18,67671045,67872962,RTTN
chr18,68297796,68317947,RP11-433A23.1
chr18,70414787,70532934,NETO1
chr18,71740588,71814999,FBXO15
chr18,72342919,72516580,ZNF407
chr18,74069644,74207146,ZNF516
chr18,74690790,74844774,MBP
chr18,76829490,76876070,ATP9B
chr18,77160331,77287741,NFATC1
chr18,77275812,77276057,AC018445.1
chr18,77662421,77710817,PQLC1
chr19,110679,111596,OR4F17
chr19,617223,633568,POLRMT
chr19,641178,643703,FGF22
chr19,797392,812327,PTBP1
chr19,852291,856242,ELANE
chr19,867964,893218,MED16
chr19,999601,999952,AC004528.1
chr19,1041361,1065568,ABCA7
chr19,1067316,1086091,HMHA1
chr19,1229178,1237990,C19orf26
chr19,1248552,1259139,MIDN
chr19,1269334,1274806,CIRBP
chr19,1285890,1378430,MUM1
chr19,1383903,1395580,NDUFS7
chr19,1407584,1435683,DAZAP1
chr19,1440838,1441937,AC027307.3
chr19,1450148,1473243,APC2
chr19,1505017,1511679,ADAMTSL5
chr19,1554669,1568057,MEX3D
chr19,1576678,1592652,MBD3
chr19,1597154,1605483,UQCR11
chr19,1782076,1812270,ATP8B3
chr19,1905417,1913444,ADAT3
chr19,2037481,2051243,MKNK2
chr19,2096868,2099583,IZUMO4
chr19,2100993,2151556,AP3D1
chr19,2233155,2236319,PLEKHJ1
chr19,2269520,2273487,OAZ1
chr19,2289774,2308156,LINGO3
chr19,2428165,2456958,LMNB2
chr19,2997678,3025614,TLE2
chr19,3359616,3463603,NFIC
chr19,3610650,3626813,CACTIN
chr19,3721735,3750807,TJP3
chr19,3880683,3924995,ATCAY
chr19,3958452,3969826,DAPK3
chr19,4041127,4043154,AC016586.1
chr19,4090331,4124114,MAP2K2
chr19,4153629,4173050,CREB3L3
chr19,4174107,4182562,SIRT6
chr19,4186267,4224811,ANKRD24
chr19,4542600,4558507,SEMA6B
chr19,5205519,5340814,PTPRS
chr19,5623150,5668477,SAFB
chr19,5720688,5772446,CATSPERD
chr19,5866182,5903798,FUT5
chr19,5917329,5978151,RANBP3
chr19,6379889,6391963,GTF2F1
chr19,6441485,6454681,SLC25A23
chr19,6494332,6502304,TUBB4A
chr19,6772969,6857371,VAV1
chr19,7011514,7013338,AC025278.1
chr19,7584088,7585911,ZNF358
chr19,7684417,7694451,XAB2
chr19,7753644,7764281,FCER2
chr19,7804879,7812464,CD209
chr19,7828035,7834490,CLEC4M
chr19,7933605,7939326,FLJ22184
chr19,7963689,7968427,AC010336.1
chr19,7968765,7979362,MAP2K7
chr19,8028043,8067087,ELAVL1
chr19,8429040,8439172,ANGPTL4
chr19,8478187,8503895,2-Mar
chr19,8554941,8567495,PRAM1
chr19,8645126,8673183,ADAMTS10
chr19,8921614,8932507,ZNF558
chr19,8959522,9003586,MUC16
chr19,9225274,9226439,OR7G1
chr19,9404951,9415795,ZNF699
chr19,9434878,9454286,ZNF559
chr19,9435021,9493291,ZNF177
chr19,9676292,9695209,ZNF121
chr19,9720432,9731906,ZNF561
chr19,9763254,9785762,ZNF562
chr19,10123925,10132954,RDH8
chr19,10217044,10225414,PPAN
chr19,10244023,10305755,DNMT1
chr19,10362640,10370719,MRPL4
chr19,10416103,10426685,FDX1L
chr19,10461209,10489082,TYK2
chr19,10527619,10580305,PDE4A
chr19,10655686,10664093,ATG4D
chr19,10751715,10752093,AC011475.1
chr19,10764937,10803093,ILF3
chr19,10828755,10942579,DNM2
chr19,11071598,11172958,SMARCA4
chr19,11200225,11241992,LDLR
chr19,11274944,11305266,KANK2
chr19,11309973,11348763,DOCK6
chr19,11457181,11465619,CCDC159
chr19,11531273,11546603,CCDC151
chr19,11546269,11561783,PRKCSH
chr19,11650518,11660680,CNN1
chr19,11832081,11849788,ZNF823
chr19,11877907,11893301,ZNF441
chr19,12035890,12090105,ZNF763
chr19,12154620,12167127,ZNF878
chr19,12203078,12225491,ZNF788
chr19,12251032,12267546,ZNF625
chr19,12273922,12299143,ZNF136
chr19,12358092,12361618,ZNF44
chr19,12721734,12740329,ZNF791
chr19,12780517,12786645,WDR83
chr19,12799121,12807433,FBXW9
chr19,12810008,12834810,TNPO2
chr19,12848306,12859137,ASNA1
chr19,12863407,12869269,BEST2
chr19,12911427,12912694,PRDX2
chr19,12936293,12946242,RTBDN
chr19,12986759,12992263,DNASE2
chr19,13001974,13010782,GCDH
chr19,13056669,13064083,RAD23A
chr19,13135811,13209610,NFIX
chr19,13215716,13227563,TRMT1
chr19,13890884,13900972,AC008686.1
chr19,13915875,13942088,ZSWIM4
chr19,13988063,13991571,NANOS3
chr19,13993168,14016909,C19orf57
chr19,14183348,14185873,CTB-55O6.8
chr19,14520722,14524032,DDX39A
chr19,14588572,14606944,GIPC1
chr19,14640407,14676789,TECR
chr19,14693896,14721951,CLEC17A
chr19,14730052,14785730,EMR3
chr19,14800711,14830546,ZNF333
chr19,14834747,14835121,AC090427.1
chr19,14843205,14889353,EMR2
chr19,15163015,15166900,CASP14
chr19,15337733,15343858,EPHX3
chr19,15532319,15560762,WIZ
chr19,15636144,15663127,CYP4F22
chr19,15996733,16008881,CYP4F2
chr19,16178348,16213813,TPM4
chr19,16244838,16269344,HSH2D
chr19,16308665,16345722,AP1M1
chr19,16675917,16682987,SLC35E1
chr19,16842006,16927537,NWD1
chr19,17068360,17137625,CPAMD8
chr19,17212466,17324103,MYO9B
chr19,17326155,17330638,USE1
chr19,17378252,17390144,BABAM1
chr19,17392454,17397314,ANKLE1
chr19,17530856,17536140,MVB12A
chr19,17579578,17615421,SLC27A1
chr19,17634110,17662832,FAM129C
chr19,17712138,17799401,UNC13A
chr19,17935595,17958841,JAK3
chr19,18170371,18197697,IL12RB1
chr19,18304040,18307552,MPV17L2
chr19,18321641,18331971,PDE4C
chr19,18367909,18385319,KIAA1683
chr19,18451419,18475152,PGPEP1
chr19,18496968,18499986,GDF15
chr19,18545198,18548921,ISYNA1
chr19,18642656,18653782,FKBP8
chr19,18723682,18731841,TMEM59L
chr19,18979361,19006953,CERS1
chr19,19030536,19039435,DDX49
chr19,19105407,19141839,SUGP2
chr19,19256379,19281098,MEF2BNB-MEF2B
chr19,19303008,19312678,RFXANK
chr19,19337818,19362760,NCAN
chr19,19412468,19431318,SUGP1
chr19,19431630,19469563,MAU2
chr19,19496642,19619740,GATAD2A
chr19,19626799,19639013,NDUFA13
chr19,19740640,19754414,GMIP
chr19,19902620,19932560,ZNF506
chr19,20047769,20048639,AC007204.1
chr19,20115227,20150064,ZNF682
chr19,20973438,20991922,ZNF66
chr19,22469252,22499951,ZNF729
chr19,22939007,22952784,ZNF99
chr19,23926160,23941639,ZNF681
chr19,24009921,24010917,RPSAP58
chr19,24097712,24118276,ZNF726
chr19,24216276,24312643,ZNF254
chr19,30097205,30106681,POP4
chr19,30302911,30315214,CCNE1
chr19,30433158,30506611,URI1
chr19,31640362,31640757,AC020952.1
chr19,32895915,32896466,AC007773.3
chr19,33470545,33555794,RHPN2
chr19,34112861,34264413,CHST8
chr19,34971874,34992085,WTIP
chr19,35084347,35085490,SCGB2B2
chr19,35417952,35436069,ZNF30
chr19,35491227,35517373,GRAMD1A
chr19,35596873,35598141,AC020907.1
chr19,35606732,35614107,FXYD3
chr19,35739559,35758863,LSR
chr19,35820072,35838258,CD22
chr19,35940617,35942667,FFAR2
chr19,35994209,36004560,DMKN
chr19,36103674,36114511,HAUS5
chr19,36119980,36128586,RBM42
chr19,36132647,36135773,ETV2
chr19,36203830,36207940,ZBTB32
chr19,36208921,36229779,WBP7
chr19,36230153,36233351,IGFLR1
chr19,36233433,36236306,U2AF1L4
chr19,36245470,36247930,HSPB6
chr19,36249044,36260077,C19orf55
chr19,36266417,36279724,ARHGAP33
chr19,36379143,36393185,NFKBID
chr19,36428022,36436095,LRFN3
chr19,36526050,36545166,THAP8
chr19,36545783,36572776,WDR62
chr19,36602105,36604613,OVOL3
chr19,36705504,36729673,ZNF146
chr19,36883643,36909558,ZFP82
chr19,37203269,37214248,ZNF567
chr19,37642491,37663615,ZNF585A
chr19,37675724,37678034,ZNF585B
chr19,37903457,37935861,ZNF569
chr19,37960258,37976260,ZNF570
chr19,37997841,38028781,ZNF793
chr19,38123389,38146289,ZFP30
chr19,38229203,38270230,ZNF573
chr19,38826783,38861589,CATSPERG
chr19,38924340,39078204,RYR1
chr19,39087988,39104567,MAP4K1
chr19,39138327,39220072,ACTN4
chr19,39358470,39368894,RINL
chr19,39369221,39390353,SIRT2
chr19,39390615,39399531,NFKBIB
chr19,39406044,39440495,SARS2
chr19,39514665,39523165,FBXO27
chr19,39876555,39881746,PAF1
chr19,39897487,39900045,ZFP36
chr19,39903750,39919054,PLEKHG2
chr19,39936186,39967306,SUPT5H
chr19,39930212,39932082,AC011500.1
chr19,39971518,39980561,TIMM50
chr19,40005753,40011326,SELV
chr19,40315993,40324841,DYRK1B
chr19,40578900,40596845,ZNF780A
chr19,40729505,40732597,CNTD2
chr19,40739728,40771174,AKT2
chr19,40973126,41073080,SPTBN4
chr19,41099072,41135725,LTBP4
chr19,41248071,41256408,C19orf54
chr19,41381344,41388657,CYP2A7
chr19,41509851,41523278,CYP2B6
chr19,41699144,41712822,CYP2S1
chr19,41884215,41930906,BCKDHA
chr19,41949063,41950670,C19orf69
chr19,42178371,42192199,CEACAM7
chr19,42341148,42343359,LYPD4
chr19,42592675,42636630,POU2F2
chr19,42746927,42749125,AC006486.1
chr19,42801185,42806929,PAFAH1B3
chr19,42806284,42814973,PRR19
chr19,42873783,42881938,MEGF8
chr19,43011458,43032639,CEACAM1
chr19,43696863,43709820,PSG4
chr19,43857825,43867480,CD177
chr19,43879660,43883276,CD177P1
chr19,43910657,43922763,TEX101
chr19,44088521,44100287,IRGQ
chr19,44116253,44118649,SRRM5
chr19,44332354,44342232,ZNF283
chr19,44376519,44384291,ZNF404
chr19,44717239,44741420,ZNF227
chr19,44754318,44778826,ZNF233
chr19,44831325,44871377,ZNF112
chr19,45204630,45213986,CEACAM16
chr19,45312338,45323610,BCAM
chr19,45445495,45452820,APOC4
chr19,45504712,45541452,RELB
chr19,45596218,45649730,PPP1R37
chr19,45653008,45663408,NKPD1
chr19,45715879,45737469,EXOC3L2
chr19,45842445,45842639,L47234.1
chr19,45854861,45873826,ERCC2
chr19,46001865,46005566,PPM1N
chr19,46498339,46521874,CCDC61
chr19,46801659,46846690,HIF3A
chr19,46994453,46998722,PNMAL2
chr19,46997765,46999755,AC011484.1
chr19,47177574,47220384,PRKD2
chr19,47634092,47712625,SAE1
chr19,47844040,47845272,C5AR2
chr19,47978450,47987419,KPTN
chr19,48023947,48059113,ZNF541
chr19,48281842,48287941,SEPW1
chr19,48304500,48322308,TPRX1
chr19,48325164,48346580,CRX
chr19,48551600,48609786,PLA2G4C
chr19,48618707,48673571,LIG1
chr19,48706889,48753085,CARD8
chr19,48836198,48867195,TMEM143
chr19,48972465,48985571,CYTH2
chr19,49122548,49133030,SPHK2
chr19,49199232,49208909,FUT2
chr19,49216255,49222978,MAMSTR
chr19,49259344,49261580,FGF21
chr19,49404041,49426522,NUCB1
chr19,49458137,49465052,BAX
chr19,49472213,49496566,GYS1
chr19,49497166,49519182,RUVBL2
chr19,49538831,49552006,CGB1
chr19,49550897,49552400,CGB8
chr19,49557531,49558997,CGB7
chr19,49559050,49568333,NTF4
chr19,49661099,49715091,TRPM4
chr19,49933243,49945617,SLC17A7
chr19,49956545,49973844,ALDH16A1
chr19,49977486,49983002,FLT3LG
chr19,50003781,50004614,hsa-mir-150
chr19,50058970,50083803,NOSIP
chr19,50162905,50168095,IRF3
chr19,50169081,50177172,BCL2L12
chr19,50194393,50216929,CPT1C
chr19,50310338,50316567,FUZ
chr19,50354138,50363990,PTOV1
chr19,50481826,50528626,VRK3
chr19,50706885,50813799,MYH14
chr19,50815199,50836772,KCNC3
chr19,50832949,50886218,NR1H2
chr19,50922198,50931844,SPIB
chr19,50970047,50980003,FAM71E1
chr19,51293672,51298481,ACPT
chr19,51322404,51327043,KLK1
chr19,51328545,51334779,KLK15
chr19,51376695,51382046,KLK2
chr19,51377552,51378040,AC037199.1
chr19,51410190,51412584,KLK4
chr19,51461888,51472047,KLK6
chr19,51480339,51487320,KLK7
chr19,51499264,51504958,KLK8
chr19,51503806,51512837,KLK9
chr19,51532348,51538148,KLK12
chr19,51581154,51587502,KLK14
chr19,51913276,51921057,SIGLEC10
chr19,51979838,51986611,CEACAM18
chr19,52114781,52150151,SIGLEC5
chr19,52567719,52599018,ZNF841
chr19,52693330,52729489,PPP2R1A
chr19,52780405,52795977,ZNF766
chr19,53115620,53141644,ZNF83
chr19,53206066,53238307,ZNF611
chr19,53301176,53311341,ZNF28
chr19,53341786,53360902,ZNF468
chr19,53379425,53393592,ZNF320
chr19,53430388,53445847,ZNF816
chr19,53569867,53606687,ZNF160
chr19,53611133,53636148,ZNF415
chr19,53731577,53758126,ZNF677
chr19,53837002,53858122,ZNF845
chr19,53884679,53885272,ZNF525
chr19,53971000,54006950,ZNF813
chr19,54039577,54083523,ZNF331
chr19,54296857,54327648,NLRP12
chr19,54385453,54401797,PRKCG
chr19,54495542,54515918,CACNG6
chr19,54544087,54567207,VSTM1
chr19,54619151,54635140,PRPF31
chr19,54641449,54657242,CNOT3
chr19,54663847,54667425,TMC4
chr19,54677107,54693733,MBOAT7
chr19,54694138,54697585,TSEN34
chr19,54720147,54726959,LILRB3
chr19,54720737,54746649,LILRA6
chr19,54754269,54761134,LILRB5
chr19,54778322,54785011,LILRB2
chr19,54822435,54824368,LILRA5
chr19,54866383,54882058,LAIR1
chr19,54926665,54947338,TTYH1
chr19,54960396,54972108,LENG8
chr19,55085257,55099025,LILRA2
chr19,55085346,55148470,LILRB1
chr19,55174124,55179844,LILRB4
chr19,55235969,55378448,KIR3DL1
chr19,55236002,55325968,KIR2DL4
chr19,55249982,55295776,KIR2DL3
chr19,55417508,55424439,NCR1
chr19,55434877,55458873,NLRP7
chr19,55602283,55628927,PPP1R12C
chr19,55644162,55660606,TNNT1
chr19,55670031,55677215,DNAAF3
chr19,55738587,55741647,AC010327.2
chr19,55773724,55791479,HSPBP1
chr19,55851254,55856561,AC020922.1
chr19,55897726,55903107,RPL28
chr19,55987699,55995854,ZNF628
chr19,56041100,56047661,SBK2
chr19,56296770,56348128,NLRP11
chr19,56347944,56393218,NLRP4
chr19,56662314,56663250,AC024580.1
chr19,56687389,56697144,GALP
chr19,56701058,56704421,ZSCAN5B
chr19,56717283,56720569,ZSCAN5C
chr19,56732856,56826294,ZSCAN5A
chr19,56950696,56981424,ZNF667
chr19,57078890,57094261,ZNF470
chr19,57321445,57352094,PEG3
chr19,57703143,57724487,ZNF264
chr19,57742377,57746915,AURKC
chr19,57751973,57766503,ZNF805
chr19,57862675,57871266,ZNF304
chr19,57999079,58005458,ZNF419
chr19,58053208,58071207,ZNF550
chr19,58141761,58153549,ZNF211
chr19,58193357,58201167,ZNF551
chr19,58203868,58204128,AC004017.1
chr19,58211811,58220579,ZNF154
chr19,58231489,58238990,ZNF671
chr19,58331099,58370018,ZNF587B
chr19,58419557,58427945,ZNF417
chr19,58489633,58514187,ZNF606
chr19,58637697,58654565,ZNF329
chr19,58694396,58724927,ZNF274
chr19,58740070,58775010,ZNF544
chr19,58898636,58906170,RPS5
chr19,58907457,58908407,AC012313.1
chr19,58963014,58969179,ZNF324B
chr19,58982285,58984781,ZNF324
chr20,257210,271304,C20orf96
chr20,306207,309181,SOX12
chr20,361941,377392,TRIB3
chr20,459116,524340,CSNK2A1
chr20,627270,629157,SRXN1
chr20,825285,826922,FAM110A
chr20,853402,896977,ANGPT4
chr20,1093906,1148426,PSMF1
chr20,1316228,1317555,AL136531.1
chr20,1352756,1373642,FKBP1A
chr20,1422811,1448417,NSFL1C
chr20,1455236,1472233,SIRPB2
chr20,1545030,1569278,SIRPB1
chr20,1609798,1638425,SIRPG
chr20,1959403,1974732,PDYN
chr20,2082528,2129196,STK35
chr20,2442736,2451431,SNRPB
chr20,2472678,2505165,ZNF343
chr20,2673524,2740753,EBF4
chr20,2795614,2798712,TMEM239
chr20,2854142,3019314,PTPRA
chr20,3024268,3026391,GNRH2
chr20,3143283,3149207,PROSAPIP1
chr20,3208064,3219887,SLC4A11
chr20,3233026,3321608,C20orf194
chr20,3648621,3662750,ADAM33
chr20,3667619,3687775,SIGLEC1
chr20,3713323,3732943,HSPA12B
chr20,3767578,3786147,CDC25B
chr20,3827487,3846922,MAVS
chr20,3912071,3996216,RNF24
chr20,4760672,4795769,RASSF2
chr20,4837237,4982153,SLC23A2
chr20,5107611,5171010,CDS2
chr20,5282317,5297378,PROKR2
chr20,5919091,5931051,TRMT6
chr20,5931298,5975827,MCM8
chr20,5986796,6018037,CRLS1
chr20,6056669,6103677,FERMT1
chr20,9049701,9461460,PLCB4
chr20,9495271,9511171,LAMP5
chr20,10618332,10654694,JAG1
chr20,11008811,11008936,C20orf187
chr20,11898565,11907243,BTBD3
chr20,12989822,13140975,SPTLC3
chr20,13202418,13281297,ISM1
chr20,13246709,13619575,TASP1
chr20,13976410,16030521,MACROD2
chr20,16252750,16554078,KIF16B
chr20,17207701,17462928,PCSK2
chr20,17474551,17549865,BFSP1
chr20,17550599,17588652,DSTN
chr20,17594323,17662928,RRBP1
chr20,17674320,17716515,BANF2
chr20,18122868,18169031,CSRP2BP
chr20,18118499,18123810,PET117
chr20,18269155,18297635,ZNF133
chr20,18364013,18447829,DZANK1
chr20,19738296,19738679,AL121761.2
chr20,19870210,19981992,RIN2
chr20,20033158,20341346,C20orf26
chr20,20373411,20693266,RALGAPA2
chr20,21283983,21370263,XRN2
chr20,22561645,22565101,FOXA2
chr20,23330015,23334066,AL096677.1
chr20,23342787,23351207,GZF1
chr20,23355166,23402098,NAPB
chr20,23420322,23425567,CSTL1
chr20,24929866,24940562,CST7
chr20,24943581,24973360,APMAP
chr20,24986874,25013308,ACSS1
chr20,25053245,25062996,VSX1
chr20,25207122,25207370,AL035252.1
chr20,25388365,25426978,GINS1
chr20,25433341,25566153,NINL
chr20,25655647,25667346,ZNF337
chr20,25744102,25848786,FAM182B
chr20,29611879,29628413,FRG1B
chr20,30102262,30157345,HM13
chr20,30309001,30309134,AL160175.1
chr20,30458505,30532764,TTLL9
chr20,30598245,30619984,CCM2L
chr20,30639991,30689655,HCK
chr20,30795696,30822649,POFUT1
chr20,30898293,30919532,KIF3B
chr20,30946162,31016226,ASXL1
chr20,31189439,31196571,RP11-410N8.4
chr20,31290494,31331814,COMMD7
chr20,31350414,31396086,DNMT3B
chr20,31823091,31823387,AL121901.1
chr20,31946645,31989337,CDK5RAP1
chr20,32077928,32237837,CBFA2T2
chr20,32319463,32380075,ZNF341
chr20,32868076,32899608,AHCY
chr20,32951082,33095920,ITCH
chr20,33104231,33123391,DYNLRB1
chr20,33148347,33264910,PIGU
chr20,33462903,33515769,ACSS2
chr20,33516553,33534532,GSS
chr20,33590215,33680618,TRPC4AP
chr20,33703160,33735161,EDEM2
chr20,33890383,33999776,UQCC
chr20,34043223,34099802,CEP250
chr20,34114799,34117481,C20orf173
chr20,34129830,34145404,ERGIC3
chr20,34213968,34252848,CPNE1
chr20,34257093,34287274,NFS1
chr20,34291996,34330024,RBM39
chr20,34359923,34538288,PHF20
chr20,34556545,34618591,CNBD2
chr20,34700348,34820721,EPB41L1
chr20,34756461,34758180,AL121895.1
chr20,34995444,35157038,DLGAP4
chr20,35280778,35350190,NDRG3
chr20,35380194,35402230,DSN1
chr20,35405845,35488276,SOGA1
chr20,35540751,35580111,SAMHD1
chr20,35724188,35725581,RBL1
chr20,35729630,35807847,MROH8
chr20,35973088,36033817,SRC
chr20,36145820,36156333,BLCAP
chr20,36322464,36500519,CTNNBL1
chr20,36531499,36573745,VSTM2L
chr20,36611424,36642305,TTI1
chr20,36758357,36793672,TGM2
chr20,37101486,37207504,RALGAPB
chr20,37209838,37217104,ADIG
chr20,37230577,37279295,ARHGAP40
chr20,37434348,37551667,PPP1R16B
chr20,37590981,37668363,DHX35
chr20,39315607,39317498,MAFB
chr20,39765877,39804361,PLCG1
chr20,39807091,39928721,ZHX3
chr20,40065960,40247133,CHD6
chr20,42143053,42170534,L3MBTL1
chr20,42194956,42214272,SGK2
chr20,42295754,42344958,MYBL2
chr20,42543492,42698252,TOX2
chr20,42875996,42908176,GDAP1L1
chr20,42984441,43058311,HNF4A
chr20,43124865,43150726,SERINC3
chr20,43160570,43252617,PKIG
chr20,43234346,43248126,Z97053.1
chr20,43380451,43438912,RIMS4
chr20,43538703,43567962,PABPC1L
chr20,43595142,43681810,STK4
chr20,43723155,43729750,KCNS1
chr20,43835638,43837327,SEMG1
chr20,43922087,43936967,MATN4
chr20,43955116,43977064,SDC4
chr20,44002528,44007033,TP53TG5
chr20,44044707,44054884,PIGT
chr20,44074071,44077220,AL031663.2
chr20,44095910,44107452,AL031663.1
chr20,44162836,44168134,WFDC6
chr20,44165625,44176040,EPPIN
chr20,44441255,44445592,UBE2C
chr20,44486256,44507598,ZSWIM3
chr20,44509880,44513904,ZSWIM1
chr20,44519591,44527456,CTSA
chr20,44527402,44540686,PLTP
chr20,44577293,44600833,ZNF335
chr20,44650329,44688789,SLC12A5
chr20,44803026,44937137,CDH22
chr20,44978832,44993039,SLC35C2
chr20,44994694,45035271,ELMO2
chr20,45186463,45298778,SLC13A3
chr20,45839105,45985443,ZMYND8
chr20,45947246,45949467,AL031666.2
chr20,46130601,46285621,NCOA3
chr20,46286151,46415360,SULF2
chr20,47240793,47444420,PREX1
chr20,47662862,47713123,CSE1L
chr20,47729878,47804904,STAU1
chr20,48429250,48508772,SLC9A8
chr20,48521878,48532080,SPATA2
chr20,48697661,48732491,UBE2V1
chr20,48697663,48770335,TMEM189
chr20,49126920,49199522,PTPN1
chr20,49203337,49307916,FAM65C
chr20,49411467,49493713,BCAS4
chr20,49551490,49575069,DPM1
chr20,49625219,49639617,KCNG1
chr20,50007765,50179168,NFATC2
chr20,50217402,50384908,ATP9A
chr20,50400804,50418947,SALL4
chr20,51801834,51873111,TSHZ2
chr20,52105495,52106164,AL354993.1
chr20,52183612,52199636,ZNF217
chr20,52557997,52687304,BCAS1
chr20,54944445,54967351,AURKA
chr20,54987314,55034396,CASS4
chr20,55043698,55093730,RTFDC1
chr20,55205938,55213331,TFAP2C
chr20,56071021,56100163,CTCFL
chr20,56136166,56141033,PCK1
chr20,56178906,56195632,ZBP1
chr20,56793551,56803709,ANKRD60
chr20,56807833,56884495,PPP4R1L
chr20,57035673,57089953,APCDD1L
chr20,57209828,57210772,MGC4294
chr20,57226328,57254582,STX16
chr20,57466466,57486241,GNAS
chr20,57556311,57570186,NELFCD
chr20,57875499,57901046,EDN3
chr20,58438621,58507209,SYCP2
chr20,58533471,58608731,CDH26
chr20,60174834,60512307,CDH4
chr20,60697517,60710434,LSM14B
chr20,60718822,60757533,SS18L1
chr20,60758093,60776522,GTPBP5
chr20,60790435,60795323,HRH3
chr20,60813580,60869257,OSBPL2
chr20,60916942,60942353,LAMA5
chr20,60962374,60963575,RPS21
chr20,61147660,61167970,C20orf166
chr20,61273797,61303647,SLCO4A1
chr20,61476490,61493115,TCFL5
chr20,61536907,61569274,DIDO1
chr20,61827831,61839970,YTHDF1
