Chromosome,Start,Stop,Gene
chr20,168494,170322,DEFB128
chr20,207899,210527,DEFB129
chr20,238377,241737,DEFB132
chr20,251504,271070,C20orf96
chr20,277737,280965,ZCCHC3
chr20,306239,310865,SOX12
chr20,327527,334324,NRSN2
chr20,361261,378203,TRIB3
chr20,388142,398466,RBCK1
chr20,416124,422536,TBC1D20
chr20,461741,524465,CSNK2A1
chr20,584441,591042,TCF15
chr20,627259,634014,SRXN1
chr20,627270,656444,RP5-850E9.3
chr20,642240,656823,SCRT2
chr20,740724,749131,SLC52A3
chr20,814358,826922,FAM110A
chr20,853296,896960,ANGPT4
chr20,939095,982904,RSPO4
chr20,1093921,1115949,PSMF1
chr20,1161205,1165117,TMEM74B
chr20,1184098,1188918,C20orf202
chr20,1206700,1277065,RAD21L1
chr20,1246960,1289972,SNPH
chr20,1290619,1291725,SDCBP2
chr20,1349622,1356247,FKBP1A
chr20,1422807,1437735,NSFL1C
chr20,1451386,1472164,SIRPB2
chr20,1514897,1532585,SIRPD
chr20,1520790,1592209,RP4-576H24.4
chr20,1544167,1600655,SIRPB1
chr20,1609798,1611482,SIRPG
chr20,1875154,1920543,SIRPA
chr20,1959403,1974394,PDYN
chr20,2082257,2129201,STK35
chr20,2276647,2321724,TGM3
chr20,2361554,2413399,TGM6
chr20,2442280,2451499,SNRPB
chr20,2447858,2489553,RP4-734P14.4
chr20,2462463,2473676,ZNF343
chr20,2517253,2622430,TMC2
chr20,2632791,2639039,NOP56
chr20,2639041,2640954,IDH3B
chr20,2673480,2740754,EBF4
chr20,2774715,2781283,CPXM1
chr20,2796948,2800930,TMEM239
chr20,2795633,2796439,C20orf141
chr20,2815960,2819012,PCED1A
chr20,2821349,2847378,VPS16
chr20,2844830,3019320,PTPRA
chr20,3024268,3026393,GNRH2
chr20,3026591,3028900,MRPS26
chr20,3052266,3053163,OXT
chr20,3063202,3065370,AVP
chr20,3088219,3140842,UBOX5
chr20,3127165,3140543,FASTKD5
chr20,3143263,3149207,PROSAPIP1
chr20,3170996,3172230,DDRGK1
chr20,3189514,3204516,ITPA
chr20,3208063,3218373,SLC4A11
chr20,3229951,3388272,C20orf194
chr20,3451687,3631769,ATRN
chr20,3639939,3644046,GFRA4
chr20,3648612,3654394,ADAM33
chr20,3667617,3673726,SIGLEC1
chr20,3713314,3733758,HSPA12B
chr20,3734155,3739325,C20orf27
chr20,3758151,3762095,SPEF1
chr20,3764498,3767337,CENPB
chr20,3776386,3785884,CDC25B
chr20,3801178,3805949,AP5S1
chr20,3827490,3849280,MAVS
chr20,3869486,3907605,PANK2
chr20,3912068,3996036,RNF24
chr20,4050799,4055812,RP11-352D3.2
chr20,4101627,4155751,SMOX
chr20,4201329,4229721,ADRA1D
chr20,4666882,4682236,PRNP
chr20,4702556,4709106,PRND
chr20,4711928,4721314,PRNT
chr20,4760669,4776150,RASSF2
chr20,4833002,4982145,SLC23A2
chr20,5080486,5093550,TMEM230
chr20,5095599,5100672,PCNA
chr20,5107432,5178533,CDS2
chr20,5282686,5295015,PROKR2
chr20,5525085,5556154,GPCPD1
chr20,5731039,5754093,C20orf196
chr20,5892076,5906007,CHGB
chr20,5917881,5931161,TRMT6
chr20,5931298,5975852,MCM8
chr20,5986736,6020699,CRLS1
chr20,6021424,6034695,LRRN4
chr20,6055492,6074819,FERMT1
chr20,6748311,6760927,BMP2
chr20,7863628,7921121,HAO1
chr20,7957995,8000476,TMX4
chr20,8112824,8865547,PLCB1
chr20,9049410,9319654,PLCB4
chr20,9495008,9511171,LAMP5
chr20,9518036,9819479,PAK7
chr20,10015689,10036470,ANKEF1
chr20,10199478,10288066,SNAP25
chr20,10385832,10412570,MKKS
chr20,10415951,10604027,SLX4IP
chr20,11008408,11010014,C20orf187
chr20,11871371,11907257,BTBD3
chr20,12989627,13031666,SPTLC3
chr20,13251151,13281298,ISM1
chr20,13370039,13619550,TASP1
chr20,13694969,13765532,ESF1
chr20,13765596,13799067,NDUFAF5
chr20,13829893,13832065,SEL1L2
chr20,13976015,16033842,MACROD2
chr20,14303634,14318254,FLRT3
chr20,16252749,16554078,KIF16B
chr20,16710606,16722421,SNRPB2
chr20,16729003,16732809,OTOR
chr20,17206752,17465223,PCSK2
chr20,17474550,17512014,BFSP1
chr20,17550508,17588887,DSTN
chr20,17594323,17600462,RRBP1
chr20,17680587,17705796,BANF2
chr20,17922241,17942638,SNX5
chr20,17937623,18039832,OVOL2
chr20,17949556,17971765,MGME1
chr20,18118499,18169031,CSRP2BP
chr20,18269121,18297640,ZNF133
chr20,18364011,18375347,DZANK1
chr20,18447771,18465287,POLR3F
chr20,18467184,18477887,RBBP9
chr20,18488137,18507175,SEC23B
chr20,18568537,18744561,DTD1
chr20,18790372,18792360,C20orf78
chr20,18794370,18795033,SCP2D1
chr20,19193290,19703581,SLC24A3
chr20,19867165,19983101,RIN2
chr20,19997760,20014273,NAA20
chr20,20015012,20036690,CRNKL1
chr20,20033158,20147085,C20orf26
chr20,20348765,20351590,INSM1
chr20,20370196,20493302,RALGAPA2
chr20,21283942,21370463,XRN2
chr20,21376005,21378666,NKX2-4
chr20,21491648,21494664,NKX2-2
chr20,21686297,21696620,PAX1
chr20,22561643,22565101,FOXA2
chr20,23016057,23017314,SSTR4
chr20,23026270,23030378,THBD
chr20,23059986,23066977,CD93
chr20,23331373,23335414,NXT1
chr20,23342819,23353700,GZF1
chr20,23355159,23402125,NAPB
chr20,23420322,23421455,CSTL1
chr20,23431040,23433482,CST11
chr20,23471738,23476526,CST8
chr20,23545369,23549386,CST9L
chr20,23583047,23586513,CST9
chr20,23608534,23618582,CST3
chr20,23666277,23669677,CST4
chr20,23728190,23731574,CST1
chr20,23804406,23807368,CST2
chr20,23856572,23860387,CST5
chr20,23965690,23967432,GGTLC1
chr20,24449835,24647252,SYNDIG1
chr20,24929866,24940564,CST7
chr20,24943561,24973278,APMAP
chr20,24986868,24992962,ACSS1
chr20,25051521,25062767,VSX1
chr20,25176329,25207365,ENTPD6
chr20,25228705,25278650,PYGB
chr20,25275379,25281520,ABHD12
chr20,25388363,25429191,GINS1
chr20,25433341,25566153,NINL
chr20,25593571,25604811,NANP
chr20,25654851,25667593,ZNF337
chr20,25744102,25848786,FAM182B
chr20,29611857,29613061,FRG1B
chr20,29845467,29847435,DEFB115
chr20,29891015,29896388,DEFB116
chr20,29956421,29961726,DEFB118
chr20,29964967,29978372,DEFB119
chr20,29992648,30000641,DEFB121
chr20,30028322,30038060,DEFB123
chr20,30053309,30060816,DEFB124
chr20,30063096,30072708,REM1
chr20,30102231,30157370,HM13
chr20,30193086,30194318,ID1
chr20,30225691,30232809,COX4I2
chr20,30252255,30310400,BCL2L1
chr20,30327074,30389608,TPX2
chr20,30407111,30422492,MYLK2
chr20,30432103,30433420,FOXS1
chr20,30435440,30437361,DUSP15
chr20,30532758,30539895,PDRG1
chr20,30555805,30586256,XKR7
chr20,30598253,30619983,CCM2L
chr20,30640000,30689322,HCK
chr20,30697309,30755061,TM9SF4
chr20,30780306,30795594,PLAGL2
chr20,30795683,30826470,POFUT1
chr20,30865467,30922814,KIF3B
chr20,30946155,31027122,ASXL1
chr20,31030862,31071274,C20orf112
chr20,31175281,31196695,RP11-410N8.4
chr20,31290493,31331803,COMMD7
chr20,31350191,31397162,DNMT3B
chr20,31407699,31438211,MAPRE1
chr20,31446729,31494679,EFCAB8
chr20,31571579,31592213,SUN5
chr20,31595406,31611515,BPIFB2
chr20,31619454,31631847,BPIFB6
chr20,31643230,31661434,BPIFB3
chr20,31667450,31680311,BPIFB4
chr20,31749574,31769218,BPIFA2
chr20,31805116,31815564,BPIFA3
chr20,31823801,31831115,BPIFA1
chr20,31861286,31878839,BPIFB1
chr20,31946645,31975339,CDK5RAP1
chr20,31995761,32031698,SNTA1
chr20,32077881,32206352,CBFA2T2
chr20,32244893,32247353,NECAB3
chr20,32250090,32251720,C20orf144
chr20,32254304,32256331,ACTL10
chr20,32263489,32274210,E2F1
chr20,32294512,32308106,PXMP4
chr20,32319463,32380075,ZNF341
chr20,32399110,32442172,CHMP4B
chr20,32581452,32668077,RALY
chr20,32676104,32700138,EIF2S2
chr20,32782375,32856982,ASIP
chr20,32868074,32891154,AHCY
chr20,32951041,33099198,ITCH
chr20,33104214,33128762,DYNLRB1
chr20,33134658,33148149,MAP1LC3A
chr20,33148346,33264889,PIGU
chr20,33284722,33302432,NCOA6
chr20,33292094,33301243,TP53INP2
chr20,33432523,33460663,GGT7
chr20,33459949,33470793,ACSS2
chr20,33516236,33543620,GSS
chr20,33563206,33590240,MYH7B
chr20,33590207,33680674,TRPC4AP
chr20,33703167,33735167,EDEM2
chr20,33759876,33765165,PROCR
chr20,33814457,33864801,MMP24
chr20,33866714,33872326,EIF6
chr20,33873534,33880204,FAM83C
chr20,33890369,33894885,UQCC
chr20,34020827,34023248,GDF5OS
chr20,34021145,34026023,GDF5
chr20,34042985,34054029,CEP250
chr20,34114799,34117448,C20orf173
chr20,34129770,34145405,ERGIC3
chr20,34203814,34208971,SPAG4
chr20,34213953,34252808,CPNE1
chr20,34220262,34262322,NFS1
chr20,34236847,34252838,RBM12
chr20,34287194,34288906,ROMO1
chr20,34291531,34330158,RBM39
chr20,34359896,34451322,PHF20
chr20,34541539,34542548,SCAND1
chr20,34556512,34618622,CNBD2
chr20,34679426,34818263,EPB41L1
chr20,34824381,34858840,AAR2
chr20,34894258,35157040,DLGAP4
chr20,35169887,35178228,MYL9
chr20,35201891,35222353,TGIF2
chr20,35202956,35240787,TGIF2-C20orf24
chr20,35234137,35240960,C20orf24
chr20,35240721,35274619,SLA2
chr20,35280169,35374456,NDRG3
chr20,35380194,35402154,DSN1
chr20,35405845,35492089,SOGA1
chr20,35504524,35518266,TLDC2
chr20,35518632,35580246,SAMHD1
chr20,35624752,35724398,RBL1
chr20,35729629,35787307,MROH8
chr20,35806813,35838553,RPN2
chr20,35879489,35890238,GHRH
chr20,35918041,35945663,MANBAL
chr20,35973088,36011190,SRC
chr20,36130816,36156264,BLCAP
chr20,36149617,36152092,NNAT
chr20,36322408,36500531,CTNNBL1
chr20,36531506,36573752,VSTM2L
chr20,36611409,36661863,TTI1
chr20,36661948,36720768,RPRD1B
chr20,36756863,36762162,TGM2
chr20,36838890,36889174,KIAA1755
chr20,36888551,36932734,BPI
chr20,36974759,37005665,LBP
chr20,37101459,37207502,RALGAPB
chr20,37209838,37217106,ADIG
chr20,37255639,37279151,ARHGAP40
chr20,37353105,37358015,SLC32A1
chr20,37377085,37400834,ACTR5
chr20,37434348,37551667,PPP1R16B
chr20,37554955,37581703,FAM83D
chr20,37590942,37668364,DHX35
chr20,39314488,39317880,MAFB
chr20,39657458,39753127,TOP1
chr20,39765600,39804361,PLCG1
chr20,39807088,39832681,ZHX3
chr20,39969560,39989222,LPIN3
chr20,39988606,39995467,EMILIN3
chr20,40030741,40247133,CHD6
chr20,40701392,41818373,PTPRT
chr20,42086568,42089974,SRSF6
chr20,42136320,42143790,L3MBTL1
chr20,42187608,42214317,SGK2
chr20,42219571,42275936,IFT52
chr20,42295797,42345136,MYBL2
chr20,42354804,42355337,GTSF1L
chr20,42543504,42682946,TOX2
chr20,42740335,42816218,JPH2
chr20,42825136,42838716,C20orf111
chr20,42875887,42909013,GDAP1L1
chr20,42931478,42939809,FITM2
chr20,42965626,42979875,R3HDML
chr20,42984340,43058311,HNF4A
chr20,43080624,43093968,C20orf62
chr20,43104526,43123244,TTPAL
chr20,43124862,43133532,SERINC3
chr20,43160426,43247678,PKIG
chr20,43248163,43255132,ADA
chr20,43343485,43356452,WISP2
chr20,43374421,43379675,KCNK15
chr20,43380449,43438979,RIMS4
chr20,43514317,43537173,YWHAB
chr20,43538703,43559367,PABPC1L
chr20,43570771,43589127,TOMM34
chr20,43595115,43708600,STK4
chr20,43720951,43729753,KCNS1
chr20,43738093,43743803,WFDC5
chr20,43752066,43753106,WFDC12
chr20,43803517,43805185,PI3
chr20,43835638,43838413,SEMG1
chr20,43849941,43853099,SEMG2
chr20,43880880,43883205,SLPI
chr20,43922085,43934231,MATN4
chr20,43935491,43945599,RBPJL
chr20,43953928,43977064,SDC4
chr20,43990577,43995854,SYS1
chr20,43991840,44039250,SYS1-DBNDD2
chr20,44002526,44007033,TP53TG5
chr20,44034697,44039250,DBNDD2
chr20,44044717,44054884,PIGT
chr20,44098346,44110172,WFDC2
chr20,44141101,44144264,SPINT3
chr20,44162835,44168134,WFDC6
chr20,44169265,44176063,EPPIN
chr20,44165625,44176065,EPPIN-WFDC6
chr20,44179792,44207965,WFDC8
chr20,44236578,44259907,WFDC9
chr20,44258165,44259835,WFDC10A
chr20,44277202,44298909,WFDC11
chr20,44313292,44333658,WFDC10B
chr20,44330655,44337456,WFDC13
chr20,44350990,44354469,SPINT4
chr20,44376583,44420571,WFDC3
chr20,44420576,44440066,DNTTIP1
chr20,44441215,44445596,UBE2C
chr20,44451853,44455980,TNNC2
chr20,44462449,44463694,SNX21
chr20,44470360,44486045,ACOT8
chr20,44486256,44507761,ZSWIM3
chr20,44509866,44513905,ZSWIM1
chr20,44515128,44516274,SPATA25
chr20,44517264,44519115,NEURL2
chr20,44519683,44527459,CTSA
chr20,44527399,44539576,PLTP
chr20,44563267,44576662,PCIF1
chr20,44577292,44600811,ZNF335
chr20,44637547,44645200,MMP9
chr20,44657835,44669799,SLC12A5
chr20,44689624,44718591,NCOA5
chr20,44746911,44758502,CD40
chr20,44802372,44880334,CDH22
chr20,44978167,44981836,SLC35C2
chr20,44994688,45035256,ELMO2
chr20,45129701,45142198,ZNF334
chr20,45169585,45179213,OCSTAMP
chr20,45186463,45280098,SLC13A3
chr20,45313004,45318418,TP53RK
chr20,45338126,45364965,SLC2A10
chr20,45523263,45817492,EYA2
chr20,45837859,45984401,ZMYND8
chr20,46130646,46285621,NCOA3
chr20,46285092,46286311,SULF2
chr20,47240790,47273665,PREX1
chr20,47538427,47653230,ARFGEF2
chr20,47662849,47713489,CSE1L
chr20,47730060,47804904,STAU1
chr20,47835884,47860614,DDX27
chr20,47854483,47894963,ZNFX1
chr20,47984946,48099184,KCNB1
chr20,48120411,48184683,PTGIS
chr20,48249482,48330415,B4GALT5
chr20,48429418,48508779,SLC9A8
chr20,48519928,48532045,SPATA2
chr20,48552948,48570429,RNF114
chr20,48599536,48605423,SNAI1
chr20,48697661,48770174,TMEM189-UBE2V1
chr20,48697661,48729676,UBE2V1
chr20,48740274,48770271,TMEM189
chr20,48807376,48809212,CEBPB
chr20,49126891,49201299,PTPN1
chr20,49202645,49308065,FAM65C
chr20,49348081,49370278,PARD6B
chr20,49411431,49493714,BCAS4
chr20,49505453,49520853,ADNP
chr20,49551404,49575087,DPM1
chr20,49575363,49577820,MOCS3
chr20,49620193,49639666,KCNG1
chr20,50003494,50159258,NFATC2
chr20,50213053,50384867,ATP9A
chr20,50400581,50419059,SALL4
chr20,50668202,50808318,ZFP64
chr20,51588946,52111869,TSHZ2
chr20,52183604,52210378,ZNF217
chr20,52553316,52645239,BCAS1
chr20,52769988,52790512,CYP24A1
chr20,52824386,52836492,PFDN4
chr20,53092136,53267710,DOK5
chr20,54572496,54580528,CBLN4
chr20,54823788,54824871,MC3R
chr20,54933971,54943719,FAM210B
chr20,54944445,54967351,AURKA
chr20,54967427,54970993,CSTF1
chr20,54987168,55033836,CASS4
chr20,55043647,55093943,RTFDC1
chr20,55066548,55100981,GCNT7
chr20,55092243,55101131,FAM209A
chr20,55108302,55111576,FAM209B
chr20,55204358,55214339,TFAP2C
chr20,55743804,55841684,BMP7
chr20,55904815,55919050,SPO11
chr20,55926066,55954267,RAE1
chr20,55933496,55934878,MTRNR2L3
chr20,55966463,55984389,RBM38
chr20,56072224,56100265,CTCFL
chr20,56136136,56141423,PCK1
chr20,56178902,56195529,ZBP1
chr20,56223448,56284958,PMEPA1
chr20,56725960,56736206,C20orf85
chr20,56793551,56803695,ANKRD60
chr20,56806188,56821300,PPP4R1L
chr20,56884752,56942563,RAB22A
chr20,56964178,57026157,VAPB
chr20,57034157,57089994,APCDD1L
chr20,57226328,57244480,STX16
chr20,57226490,57290466,STX16-NPEPL1
chr20,57264187,57290689,NPEPL1
chr20,57414773,57486247,GNAS
chr20,57556263,57570188,NELFCD
chr20,57570240,57582302,CTSZ
chr20,57594309,57601709,TUBB1
chr20,57600522,57607437,ATP5E
chr20,57608200,57617964,SLMO2
chr20,57766075,57834168,ZNF831
chr20,57875482,57901047,EDN3
chr20,58152564,58422766,PHACTR3
chr20,58438618,58508710,SYCP2
chr20,58508819,58523735,FAM217B
chr20,58511894,58515352,PPP1R3D
chr20,58533482,58588168,CDH26
chr20,58630980,58648008,C20orf197
chr20,59827482,60515673,CDH4
chr20,60292562,60294804,RP11-429E11.3
chr20,60528525,60573243,TAF4
chr20,60697517,60703086,LSM14B
chr20,60711791,60714961,PSMA7
chr20,60718851,60736636,SS18L1
chr20,60758085,60769109,GTPBP5
chr20,60790026,60795311,HRH3
chr20,60813580,60871268,OSBPL2
chr20,60877149,60879597,ADRM1
chr20,60883011,60884313,LAMA5
chr20,60962172,60963575,RPS21
chr20,60963688,60982341,CABLES2
chr20,60985293,61002589,RBBP8NL
chr20,61038553,61051026,GATA5
chr20,61147660,61167971,C20orf166
chr20,61272071,61274656,RP11-93B14.6
chr20,61273872,61303645,SLCO4A1
chr20,61340189,61394123,NTSR1
chr20,61427805,61431945,MRGBP
chr20,61436187,61445352,OGFR
chr20,61447596,61456382,COL9A3
chr20,61472467,61493115,TCFL5
chr20,61509090,61569274,DIDO1
chr20,61569471,61576996,GID8
chr20,61584052,61599949,SLC17A9
chr20,61637331,61638387,BHLHE23
chr20,61826781,61847586,YTHDF1
chr20,61867235,61871847,BIRC7
chr20,61872136,61884789,NKAIN4
chr20,61904137,61921142,ARFGAP1
chr20,61924538,61962285,COL20A1
chr20,61975420,61992739,CHRNA4
chr20,62037542,62103991,KCNQ2
chr20,62119366,62129187,EEF1A2
chr20,62152077,62153559,PPDPF
chr20,62159778,62168695,PTK6
chr20,62172163,62178857,SRMS
chr20,62184373,62188061,C20orf195
chr20,62189439,62199427,HELZ2
chr20,62218955,62236255,GMEB2
chr20,62271061,62284780,STMN3
chr20,62289163,62327606,RTEL1
chr20,62290653,62330037,RTEL1-TNFRSF6B
chr20,62328021,62330037,TNFRSF6B
chr20,62330809,62332129,ARFRP1
chr20,62338794,62367493,ZGPAT
chr20,62366815,62369794,LIME1
chr20,62369623,62371751,SLC2A4RG
chr20,62375019,62462567,ZBTB46
chr20,62492566,62494341,ABHD16B
chr20,62496643,62522898,TPD52L2
chr20,62526535,62567384,DNAJC5
chr20,62571186,62587768,UCKL1
chr20,62588055,62601218,ZNF512B
chr20,62605466,62610995,SAMD10
chr20,62612488,62664453,PRPF6
chr20,62679076,62680994,SOX18
chr20,62681189,62694220,TCEA2
chr20,62704534,62710845,RGS19
chr20,62711526,62731996,OPRL1
chr20,62714733,62715712,C20orf201
chr20,62737173,62738524,NPBWR2
chr20,62795827,62873604,MYT1
chr20,62887121,62907583,PCMTD2
chr21,10906201,10990920,TPTE
chr21,14982498,15013906,POTED
chr21,15481134,15579270,LIPI
chr21,15588451,15600693,RBM11
chr21,15743436,15755508,HSPA13
chr21,15857549,15918662,SAMSN1
chr21,15964251,16015454,AF165138.7
chr21,16333556,16437255,NRIP1
chr21,17102344,17251230,USP25
chr21,18811208,18821503,C21orf37
chr21,18884700,18942418,CXADR
chr21,18965971,18985162,BTG3
chr21,19161284,19191703,C21orf91
chr21,19273580,19639690,CHODL
chr21,19641433,19775973,TMPRSS15
chr21,22370633,22915650,NCAM2
chr21,26957968,26979829,MRPL39
chr21,27011584,27086885,JAM2
chr21,27088815,27107338,ATP5J
chr21,27106881,27144771,GABPA
chr21,27252861,27542972,APP
chr21,27838528,27945603,CYYR1
chr21,28208606,28214030,ADAMTS1
chr21,28290231,28338832,ADAMTS5
chr21,30244513,30257693,N6AMT1
chr21,30300466,30365270,LTN1
chr21,30376705,30391699,RWDD2B
chr21,30396950,30426809,USP16
chr21,30428126,30433697,CCT8
chr21,30449792,30482112,MAP3K7CL
chr21,30566392,30693676,BACH1
chr21,30909254,31311850,GRIK1
chr21,31538241,31538971,CLDN17
chr21,31586324,31588391,CLDN8
chr21,31653629,31655276,KRTAP24-1
chr21,31661463,31661832,KRTAP25-1
chr21,31691452,31692607,KRTAP26-1
chr21,31709331,31710012,KRTAP27-1
chr21,31720717,31720924,KRTAP23-1
chr21,31743709,31744557,KRTAP13-2
chr21,31768392,31769136,KRTAP13-1
chr21,31797583,31798286,KRTAP13-3
chr21,31802572,31803216,KRTAP13-4
chr21,31812597,31813070,KRTAP15-1
chr21,31852018,31852663,KRTAP19-1
chr21,31859362,31859755,KRTAP19-2
chr21,31863782,31864275,KRTAP19-3
chr21,31869142,31869451,KRTAP19-4
chr21,31873975,31874435,KRTAP19-5
chr21,31913854,31914183,KRTAP19-6
chr21,31933194,31933633,KRTAP19-7
chr21,31962424,31962716,KRTAP22-2
chr21,31964759,31965394,KRTAP6-3
chr21,31970909,31971219,KRTAP6-2
chr21,31973414,31973612,KRTAP22-1
chr21,31985750,31986249,KRTAP6-1
chr21,31988750,31989003,KRTAP20-1
chr21,31992946,31993169,KRTAP20-4
chr21,32007555,32007938,KRTAP20-2
chr21,32015183,32015455,KRTAP20-3
chr21,32090843,32091095,KRTAP21-3
chr21,32119112,32119551,KRTAP21-2
chr21,32127439,32127746,KRTAP21-1
chr21,32185016,32185570,KRTAP8-1
chr21,32252966,32253874,KRTAP11-1
chr21,32410478,32410795,KRTAP19-8
chr21,32490734,32931290,TIAM1
chr21,33031935,33041244,SOD1
chr21,33043346,33104388,SCAF4
chr21,33245628,33376377,HUNK
chr21,33640530,33651380,MIS18A
chr21,33664124,33684601,MRAP
chr21,33683329,33765335,URB1
chr21,33765439,33766254,C21orf119
chr21,33784314,33840363,EVA1C
chr21,33948862,33957843,TCP10L
chr21,33949158,33959683,AP000275.65
chr21,33964389,33975547,C21orf59
chr21,34001073,34018020,SYNJ1
chr21,34106210,34144169,PAXBP1
chr21,34144411,34171279,C21orf49
chr21,34162985,34180028,C21orf62
chr21,34398153,34401504,OLIG2
chr21,34442450,34444726,OLIG1
chr21,34537776,34542541,C21orf54
chr21,34602206,34635061,IFNAR2
chr21,34638663,34669539,IL10RB
chr21,34696782,34707917,IFNAR1
chr21,34775202,34809828,IFNGR2
chr21,34804792,34821271,TMEM50B
chr21,34860497,34864027,DNAJC28
chr21,34876238,34914444,GART
chr21,34914924,34949787,SON
chr21,34947783,34960976,DONSON
chr21,34956993,35284635,AP000304.12
chr21,34961647,35014066,CRYZL1
chr21,35014706,35209322,ITSN1
chr21,35275757,35288065,ATP5O
chr21,35445524,35515334,MRPS6
chr21,35445870,35478559,SLC5A3
chr21,35736323,35743440,KCNE2
chr21,35747779,35775075,SMIM11
chr21,35772615,35773370,AP000322.54
chr21,35791013,35796264,AP000322.53
chr21,35818988,35831902,KCNE1
chr21,35885440,35893881,RCAN1
chr21,36041688,36090525,CLIC6
chr21,36160098,36260987,RUNX1
chr21,37406839,37432559,SETD4
chr21,37442239,37443514,CBR1
chr21,37507210,37518864,CBR3
chr21,37529080,37572743,DOPEY2
chr21,37692487,37711825,MORC3
chr21,37757676,37789125,CHAF1B
chr21,37832919,37838739,CLDN14
chr21,38071433,38082913,SIM2
chr21,38123493,38338773,HLCS
chr21,38378450,38391959,DSCR6
chr21,38435146,38445111,PIGP
chr21,38445526,38507711,TTC3
chr21,38595721,38601784,DSCR3
chr21,38739236,38858783,DYRK1A
chr21,38996789,39288749,KCNJ6
chr21,39323728,39493433,DSCR4
chr21,39493545,39528605,DSCR8
chr21,39529128,39671259,KCNJ15
chr21,39751949,39870366,ERG
chr21,40177231,40196879,ETS2
chr21,40546695,40555777,PSMG1
chr21,40556102,40685745,BRWD1
chr21,40714241,40720917,HMGN1
chr21,40752170,40769815,WRB
chr21,40777770,40817703,LCA5L
chr21,40817781,40887433,SH3BGR
chr21,40928369,41034816,B3GALT5
chr21,40969074,40971583,C21orf88
chr21,41117334,41174023,IGSF5
chr21,41239243,41301322,PCP4
chr21,41382926,42219065,DSCAM
chr21,42539728,42648524,BACE2
chr21,42676139,42729358,FAM3B
chr21,42733870,42780870,MX2
chr21,42792231,42799793,MX1
chr21,42836478,42880086,TMPRSS2
chr21,43159529,43187266,RIPK4
chr21,43218385,43230822,PRDM15
chr21,43305221,43321761,C2CD2
chr21,43406940,43430466,ZBTB21
chr21,43483068,43563105,UMODL1
chr21,43522244,43528644,C21orf128
chr21,43619799,43717354,ABCG1
chr21,43731777,43735761,TFF3
chr21,43766466,43771237,TFF2
chr21,43782391,43786703,TFF1
chr21,43791999,43803860,TMPRSS3
chr21,43824008,43867353,UBASH3A
chr21,43892596,43916356,RSPH1
chr21,43916128,43938620,SLC37A1
chr21,44073746,44174174,PDE9A
chr21,44263204,44299641,WDR4
chr21,44299754,44329215,NDUFV3
chr21,44394620,44454172,PKNOX1
chr21,44473301,44488514,CBS
chr21,44513066,44516053,U2AF1
chr21,44579176,44582387,AP001631.10
chr21,44589118,44592915,CRYAA
chr21,44834395,44847008,SIK1
chr21,44949072,45079374,HSF2BP
chr21,45079429,45115958,RRP1B
chr21,45138975,45158742,PDXK
chr21,45192393,45196326,CSTB
chr21,45209394,45217418,RRP1
chr21,45285067,45406417,AGPAT3
chr21,45432200,45480143,TRAPPC10
chr21,45527171,45551063,PWP2
chr21,45553487,45565605,C21orf33
chr21,45642874,45660723,ICOSLG
chr21,45666222,45671121,DNMT3L
chr21,45705721,45718531,AIRE
chr21,45719934,45747259,PFKL
chr21,45748827,45759285,C21orf2
chr21,45770046,45862964,TRPM2
chr21,45875369,45878739,LRRC3
chr21,45917775,46131495,TSPEAR
chr21,45937099,45938639,C21orf90
chr21,45958864,45960078,KRTAP10-1
chr21,45970240,45971388,KRTAP10-2
chr21,45977673,45978643,KRTAP10-3
chr21,45993606,45994987,KRTAP10-4
chr21,45999332,46000481,KRTAP10-5
chr21,46011149,46012386,KRTAP10-6
chr21,46020497,46022091,KRTAP10-7
chr21,46031996,46032871,KRTAP10-8
chr21,46047040,46048210,KRTAP10-9
chr21,46057273,46058370,KRTAP10-10
chr21,46066331,46067564,KRTAP10-11
chr21,46074130,46074576,KRTAP12-4
chr21,46077849,46078258,KRTAP12-3
chr21,46086106,46086844,KRTAP12-2
chr21,46101491,46102078,KRTAP12-1
chr21,46117087,46117959,KRTAP10-12
chr21,46188955,46195351,UBE2G2
chr21,46225532,46237966,SUMO3
chr21,46269500,46293624,PTTG1IP
chr21,46305868,46313942,ITGB2
chr21,46352729,46359828,C21orf67
chr21,46359925,46396904,FAM207A
chr21,46493768,46557241,ADARB1
chr21,46683843,46703409,POFUT2
chr21,46825052,46933634,COL18A1
chr21,46913486,46951455,SLC19A1
chr21,47063608,47208653,PCBP3
chr21,47401651,47424964,COL6A1
chr21,47518011,47552763,COL6A2
chr21,47556176,47557248,FTCD
chr21,47581062,47604390,SPATC1L
chr21,47608055,47648736,LSS
chr21,47655047,47679179,MCM3AP
chr21,47706251,47717665,YBEY
chr21,47720095,47738120,C21orf58
chr21,47744036,47865682,PCNT
chr21,47878812,47989621,DIP2A
chr21,48018875,48025121,S100B
chr21,48055079,48084863,PRMT2
chr22,16256441,16287717,POTEH
chr22,16448824,16449805,OR11H1
chr22,17071667,17073700,CCT8L2
chr22,17264302,17302589,XKR3
chr22,17442826,17489112,GAB4
chr22,17565844,17581359,IL17RA
chr22,17597189,17602257,CECR6
chr22,17602476,17611333,AC006946.15
chr22,17618401,17646177,CECR5
chr22,17660194,17702879,CECR1
chr22,17840839,18033032,CECR2
chr22,18043139,18073647,SLC25A18
chr22,18074902,18111584,ATP6V1E1
